loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,
20000.0,20000.0,20000.0,36.0,16.99,712.96,7.0,10.0,7.5,63000.0,1.0,1.0,660.0,664.0,2.0,23.0,71.0,15.0,1.0,18577.0,65.0,36.0,15905.4,15905.4,6369.45,6369.45,4094.6,2274.85,0.0,0,0.0,0.0,62850.0,2.0,3.0,1.0,3.0,4.0,44273.0,80.0,2.0,7.0,6549.0,75.0,28600.0,1.0,4.0,4.0,10.0,4489.0,5028.0,76.1,0.0,0.0,164.0,321.0,1.0,1.0,2.0,8.0,0,1.0,23.0,0.0,5.0,9.0,5.0,12.0,9.0,12.0,25.0,9.0,15.0,0.0,0.0,0.0,3.0,92.0,60.0,1.0,0.0,83883.0,62850.0,21000.0,55283.0,0,0,0,0,0,0,
8000.0,8000.0,8000.0,36.0,7.99,250.66,10.0,10.0,7.5,57000.0,1.0,3.0,680.0,684.0,0.0,7.0,0,7.0,0.0,5938.0,36.7,34.0,0.0,0.0,8342.1109225,8342.11,8000.0,342.11,0.0,21.0,0.0,0.0,146207.0,0.0,3.0,0.0,1.0,19.0,65964.0,30.0,1.0,1.0,2480.0,32.0,16200.0,0.0,2.0,1.0,2.0,20887.0,20.0,99.2,0.0,0.0,242.0,227.0,9.0,9.0,3.0,9.0,29.0,9.0,26.0,2.0,1.0,3.0,1.0,10.0,16.0,3.0,15.0,3.0,7.0,0.0,0.0,1.0,1.0,76.5,100.0,0.0,0.0,185355.0,71902.0,2500.0,88422.0,0,0,0,0,0,0,
39000.0,39000.0,39000.0,36.0,15.99,1370.94,8.0,10.0,7.5,78000.0,1.0,0.0,715.0,719.0,0.0,0,0,17.0,0.0,44645.0,52.3,29.0,30917.31,30917.31,12251.85,12251.85,8082.69,4169.16,0.0,0,0.0,0.0,71941.0,1.0,2.0,1.0,1.0,5.0,27296.0,63.0,0.0,2.0,15238.0,56.0,85300.0,0.0,3.0,3.0,3.0,4232.0,15901.0,69.5,0.0,0.0,169.0,199.0,18.0,5.0,1.0,29.0,0,5.0,0,0.0,4.0,10.0,6.0,6.0,7.0,15.0,21.0,10.0,17.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,128759.0,71941.0,52200.0,43459.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,5.32,301.15,10.0,10.0,5.0,170000.0,1.0,3.0,680.0,684.0,0.0,5.0,0,6.0,0.0,648.0,36.0,35.0,7647.24,7647.24,2702.96,2702.96,2352.76,350.2,0.0,5.0,0.0,0.0,170524.0,1.0,3.0,1.0,1.0,6.0,58932.0,60.0,0.0,1.0,535.0,59.0,1800.0,5.0,0.0,4.0,2.0,28421.0,65.0,89.2,0.0,0.0,165.0,270.0,17.0,6.0,2.0,17.0,22.0,8.0,5.0,6.0,1.0,2.0,1.0,13.0,11.0,2.0,22.0,2.0,6.0,0.0,0.0,3.0,1.0,90.6,100.0,0.0,0.0,226523.0,59580.0,600.0,97223.0,0,0,0,0,0,0,
15000.0,15000.0,15000.0,36.0,19.99,557.38,7.0,1.0,5.0,78200.0,1.0,0.0,675.0,679.0,0.0,0,0,9.0,0.0,13846.0,79.6,26.0,12046.44,12046.44,5002.64,5002.64,2953.56,2021.21,27.87,0,0.0,0.0,129058.0,0.0,5.0,0.0,2.0,17.0,115212.0,107.0,1.0,1.0,6084.0,98.0,17400.0,0.0,3.0,0.0,3.0,14340.0,54.0,99.6,0.0,0.0,120.0,158.0,10.0,10.0,0.0,10.0,0,17.0,0,0.0,3.0,3.0,3.0,4.0,13.0,4.0,12.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,120048.0,129058.0,13900.0,102648.0,0,0,0,0,0,0,
9300.0,9300.0,9300.0,36.0,8.24,292.46,9.0,9.0,7.5,62000.0,1.0,0.0,660.0,664.0,1.0,71.0,99.0,14.0,1.0,6837.0,45.0,25.0,7185.18,7185.18,2621.5,2621.5,2114.82,506.68,0.0,0,0.0,0.0,260021.0,1.0,1.0,1.0,1.0,10.0,30158.0,90.0,1.0,3.0,3885.0,76.0,15200.0,3.0,1.0,8.0,5.0,20002.0,467.0,90.7,0.0,0.0,135.0,162.0,6.0,6.0,1.0,24.0,0,6.0,0,0.0,2.0,10.0,2.0,4.0,5.0,12.0,19.0,10.0,14.0,0.0,0.0,0.0,2.0,96.0,50.0,1.0,0.0,279452.0,36995.0,5000.0,33608.0,0,0,0,0,0,0,
25000.0,25000.0,25000.0,60.0,28.69,788.84,5.0,10.0,5.0,83807.4,1.0,0.0,690.0,694.0,0.0,39.0,0,13.0,0.0,7723.0,38.6,25.0,23105.78,23105.78,7039.49,7039.49,1894.22,5145.27,0.0,39.0,0.0,0.0,65044.0,0.0,3.0,0.0,1.0,17.0,57321.0,81.0,1.0,5.0,3427.0,62.0,22000.0,0.0,0.0,1.0,6.0,5420.0,3034.0,62.1,0.0,0.0,211.0,90.0,11.0,11.0,1.0,18.0,47.0,0.0,47.0,1.0,2.0,6.0,3.0,4.0,10.0,10.0,14.0,6.0,13.0,0.0,0.0,0.0,1.0,77.3,66.7,0.0,0.0,85196.0,65044.0,8000.0,63196.0,0,0,0,0,0,0,
25900.0,25900.0,25900.0,60.0,25.49,767.66,6.0,10.0,7.5,54000.0,1.0,0.0,685.0,689.0,1.0,56.0,0,9.0,0.0,27346.0,64.5,26.0,23767.66,23767.66,6817.25,6817.25,2132.34,4684.91,0.0,56.0,0.0,0.0,166140.0,0.0,1.0,0.0,1.0,18.0,4639.0,61.0,0.0,3.0,15840.0,64.0,42400.0,0.0,1.0,4.0,5.0,18460.0,4154.0,86.8,0.0,0.0,158.0,382.0,14.0,14.0,3.0,15.0,56.0,2.0,56.0,0.0,3.0,3.0,4.0,7.0,10.0,7.0,13.0,3.0,9.0,0.0,0.0,0.0,0.0,96.2,50.0,0.0,0.0,191665.0,31985.0,31500.0,7665.0,0,0,0,0,0,0,
5000.0,5000.0,5000.0,36.0,11.44,164.74,9.0,10.0,5.0,60000.0,1.0,0.0,665.0,669.0,1.0,0,0,20.0,0.0,10377.0,27.8,27.0,0.0,0.0,5267.90558751,5267.91,5000.0,267.91,0.0,0,0.0,0.0,24036.0,0.0,1.0,0.0,2.0,18.0,13489.0,69.0,2.0,8.0,1670.0,42.0,37300.0,6.0,0.0,8.0,10.0,1265.0,5110.0,54.4,0.0,0.0,110.0,139.0,9.0,9.0,0.0,9.0,0,1.0,0,0.0,8.0,12.0,8.0,9.0,7.0,17.0,18.0,12.0,20.0,0.0,0.0,0.0,2.0,100.0,62.5,0.0,0.0,56989.0,24036.0,11200.0,19519.0,0,0,0,0,0,0,
11100.0,11100.0,11100.0,36.0,5.32,334.28,10.0,3.0,5.0,60000.0,1.0,0.0,725.0,729.0,0.0,0,0,14.0,0.0,22233.0,34.4,23.0,7209.96,7209.96,4277.96,4277.96,3890.04,387.92,0.0,0,0.0,0.0,67344.0,0.0,4.0,0.0,0.0,62.0,45111.0,115.0,0.0,0.0,6667.0,65.0,64700.0,0.0,0.0,0.0,0.0,4810.0,37285.0,37.2,0.0,0.0,172.0,170.0,29.0,29.0,0.0,29.0,0,0,0,2.0,7.0,8.0,7.0,7.0,8.0,10.0,15.0,8.0,14.0,0.0,0.0,0.0,0.0,91.3,0.0,0.0,0.0,104060.0,67344.0,59400.0,39360.0,0,0,0,0,0,0,
6000.0,6000.0,6000.0,36.0,7.49,186.61,10.0,5.0,5.0,60000.0,1.0,0.0,705.0,709.0,0.0,63.0,0,7.0,0.0,12442.0,39.6,22.0,4623.55,4623.55,1673.25,1673.25,1376.45,296.8,0.0,63.0,0.0,0.0,45718.0,0.0,2.0,1.0,1.0,8.0,33276.0,84.0,0.0,5.0,4910.0,64.0,31400.0,3.0,0.0,4.0,6.0,6531.0,14182.0,40.7,0.0,0.0,165.0,138.0,15.0,8.0,1.0,94.0,71.0,9.0,71.0,2.0,3.0,4.0,3.0,7.0,8.0,5.0,13.0,4.0,7.0,0.0,0.0,0.0,1.0,90.9,33.3,0.0,0.0,70949.0,45718.0,23900.0,39549.0,0,0,0,0,0,0,
21500.0,21500.0,21500.0,36.0,11.39,707.86,9.0,10.0,7.5,125000.0,1.0,0.0,710.0,714.0,0.0,0,0,11.0,0.0,45947.0,92.4,23.0,16789.89,16789.89,6336.73,6336.73,4710.11,1626.62,0.0,0,0.0,0.0,310154.0,1.0,2.0,0.0,1.0,16.0,20900.0,40.0,0.0,0.0,14787.0,66.0,49700.0,0.0,3.0,3.0,2.0,34462.0,1653.0,96.5,0.0,0.0,163.0,240.0,36.0,4.0,4.0,36.0,0,4.0,0,0.0,5.0,5.0,6.0,7.0,8.0,8.0,11.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,346552.0,66847.0,47600.0,52052.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,11.39,329.24,9.0,1.0,7.5,52000.0,1.0,0.0,720.0,724.0,0.0,0,0,11.0,0.0,9454.0,51.1,18.0,7809.22,7809.22,2947.34,2947.34,2190.78,756.56,0.0,0,0.0,0.0,30560.0,0.0,4.0,0.0,1.0,17.0,21106.0,42.0,0.0,1.0,8426.0,44.0,18500.0,0.0,0.0,0.0,2.0,2778.0,5118.0,64.7,0.0,0.0,93.0,159.0,14.0,14.0,0.0,14.0,0,0,0,0.0,3.0,4.0,5.0,6.0,7.0,7.0,11.0,4.0,11.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,68774.0,30560.0,14500.0,50274.0,0,0,0,0,0,0,
20000.0,20000.0,20000.0,36.0,6.99,617.46,10.0,10.0,7.5,130000.0,1.0,0.0,790.0,794.0,1.0,0,0,7.0,0.0,4999.0,10.6,12.0,15384.87,15384.87,5537.72,5537.72,4615.13,922.59,0.0,0,0.0,0.0,464727.0,1.0,2.0,1.0,2.0,1.0,60410.0,61.0,0.0,0.0,2.0,30.0,47100.0,1.0,2.0,3.0,3.0,77455.0,42098.0,0.0,0.0,0.0,15.0,294.0,112.0,1.0,3.0,112.0,0,1.0,0,0.0,1.0,2.0,3.0,4.0,2.0,4.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,535935.0,65409.0,42100.0,71835.0,0,0,0,0,0,0,
14000.0,14000.0,14000.0,36.0,13.99,478.42,8.0,10.0,7.5,75000.0,1.0,2.0,685.0,689.0,0.0,4.0,0,10.0,0.0,9737.0,33.5,25.0,11027.22,11027.22,4278.58,4278.58,2972.78,1305.8,0.0,0,0.0,0.0,113538.0,0.0,1.0,0.0,1.0,13.0,6232.0,21.0,0.0,2.0,4152.0,27.0,29100.0,0.0,0.0,0.0,3.0,12615.0,18441.0,32.0,0.0,0.0,228.0,190.0,19.0,13.0,5.0,19.0,0,0,30.0,0.0,3.0,5.0,4.0,5.0,8.0,8.0,12.0,5.0,10.0,0.0,0.0,0.0,0.0,84.0,25.0,0.0,0.0,170631.0,15969.0,27100.0,29967.0,0,0,0,0,0,0,
8400.0,8400.0,8400.0,36.0,11.44,276.76,9.0,10.0,7.5,70000.0,1.0,0.0,695.0,699.0,0.0,0,118.0,19.0,1.0,19885.0,44.9,25.0,0.0,0.0,9023.27996784,9023.28,8400.0,623.28,0.0,0,0.0,0.0,120936.0,3.0,4.0,2.0,2.0,6.0,21367.0,56.0,3.0,6.0,5385.0,50.0,44300.0,1.0,4.0,2.0,8.0,6365.0,13546.0,57.5,0.0,0.0,167.0,134.0,1.0,1.0,1.0,1.0,0,8.0,0,0.0,6.0,7.0,7.0,8.0,8.0,14.0,16.0,7.0,19.0,0.0,0.0,0.0,5.0,100.0,0.0,1.0,0.0,168383.0,41252.0,31900.0,37960.0,0,0,0,0,0,0,
2000.0,2000.0,2000.0,36.0,6.99,61.75,10.0,7.0,7.5,60000.0,1.0,0.0,770.0,774.0,0.0,0,0,14.0,0.0,17081.0,27.2,24.0,1538.45,1538.45,553.81,553.81,461.55,92.26,0.0,0,0.0,0.0,132379.0,0.0,2.0,1.0,3.0,10.0,19267.0,82.0,0.0,3.0,6410.0,42.0,62900.0,1.0,0.0,1.0,6.0,9456.0,24975.0,32.5,0.0,0.0,126.0,209.0,15.0,10.0,1.0,21.0,0,10.0,0,0.0,5.0,10.0,5.0,7.0,10.0,11.0,13.0,10.0,14.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,198750.0,36348.0,37000.0,23500.0,0,0,0,0,0,0,
23000.0,23000.0,23000.0,60.0,22.74,644.95,6.0,10.0,5.0,80000.0,1.0,0.0,690.0,694.0,0.0,33.0,0,9.0,0.0,26805.0,41.2,20.0,20968.96,20968.96,5731.91,5731.91,2031.04,3700.87,0.0,0,0.0,2027.0,42598.0,0.0,2.0,1.0,1.0,12.0,15793.0,85.0,0.0,0.0,10919.0,55.0,49600.0,0.0,0.0,0.0,1.0,4733.0,21718.0,40.9,0.0,0.0,163.0,210.0,30.0,12.0,0.0,33.0,55.0,0,33.0,0.0,5.0,6.0,6.0,12.0,5.0,7.0,15.0,6.0,9.0,0.0,0.0,0.0,1.0,89.5,33.3,0.0,0.0,109353.0,42598.0,47600.0,59753.0,0,0,0,0,0,0,
3600.0,3600.0,3600.0,36.0,11.44,118.62,9.0,1.0,5.0,33600.0,1.0,1.0,715.0,719.0,0.0,16.0,0,21.0,0.0,3654.0,58.0,27.0,2811.72,2811.72,1061.86,1061.86,788.28,273.58,0.0,16.0,0.0,0.0,48567.0,0.0,16.0,0.0,2.0,16.0,44913.0,82.0,0.0,0.0,3192.0,80.0,6300.0,0.0,0.0,1.0,2.0,2698.0,2646.0,58.0,0.0,0.0,85.0,275.0,29.0,16.0,0.0,52.0,16.0,7.0,16.0,1.0,2.0,2.0,2.0,5.0,17.0,5.0,10.0,2.0,21.0,0.0,0.0,1.0,0.0,96.3,0.0,0.0,0.0,60801.0,48567.0,6300.0,54501.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,12.74,335.69,8.0,10.0,7.5,75000.0,1.0,5.0,660.0,664.0,0.0,10.0,0,17.0,0.0,9030.0,52.8,27.0,7844.36,7844.36,3003.52,3003.52,2155.64,847.88,0.0,20.0,0.0,36636.0,235316.0,0.0,6.0,0.0,2.0,19.0,50842.0,65.0,0.0,2.0,4867.0,63.0,17100.0,0.0,1.0,0.0,4.0,13842.0,2292.0,78.4,0.0,0.0,122.0,210.0,16.0,16.0,1.0,26.0,12.0,13.0,12.0,2.0,5.0,7.0,5.0,11.0,7.0,10.0,19.0,7.0,17.0,0.0,0.0,2.0,0.0,77.8,40.0,0.0,0.0,280274.0,59872.0,10600.0,78359.0,0,0,0,0,0,0,
12000.0,12000.0,12000.0,36.0,12.74,402.83,8.0,5.0,7.5,100000.0,1.0,0.0,680.0,684.0,0.0,0,52.0,7.0,2.0,10043.0,47.8,23.0,9413.21,9413.21,3604.24,3604.24,2586.79,1017.45,0.0,0,0.0,215.0,32005.0,0.0,2.0,2.0,3.0,9.0,21962.0,81.0,1.0,1.0,4941.0,67.0,21000.0,3.0,1.0,4.0,4.0,4572.0,8174.0,54.6,0.0,0.0,148.0,321.0,10.0,9.0,1.0,33.0,0,12.0,0,0.0,3.0,4.0,3.0,5.0,6.0,5.0,15.0,4.0,7.0,0.0,0.0,0.0,3.0,100.0,66.7,2.0,0.0,48065.0,32005.0,18000.0,27065.0,0,0,0,0,0,0,
7175.0,7175.0,7175.0,36.0,13.49,243.46,8.0,10.0,7.5,65000.0,1.0,0.0,665.0,669.0,0.0,59.0,0,5.0,0.0,3383.0,82.5,11.0,0.0,0.0,7536.77365688,7536.77,7175.0,361.77,0.0,0,0.0,0.0,3383.0,0.0,0.0,0.0,0.0,112.0,0.0,0,2.0,5.0,1496.0,83.0,4100.0,0.0,1.0,2.0,5.0,677.0,717.0,82.5,0.0,0.0,112.0,172.0,12.0,12.0,0.0,12.0,0,12.0,0,0.0,5.0,5.0,5.0,7.0,1.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,2.0,90.9,60.0,0.0,0.0,4100.0,3383.0,4100.0,0.0,0,0,0,0,0,0,
6100.0,6100.0,6100.0,36.0,11.49,201.13,9.0,0.0,5.0,17000.0,1.0,0.0,800.0,804.0,0.0,0,0,5.0,0.0,3779.0,11.9,13.0,4765.19,4765.19,1800.44,1800.44,1334.81,465.63,0.0,0,0.0,0.0,5947.0,0.0,1.0,0.0,0.0,29.0,2168.0,24.0,0.0,1.0,3779.0,15.0,31700.0,0.0,1.0,0.0,1.0,1189.0,26921.0,12.3,0.0,0.0,131.0,260.0,21.0,21.0,0.0,99.0,0,21.0,0,0.0,1.0,1.0,3.0,6.0,4.0,4.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40700.0,5947.0,30700.0,9000.0,0,0,0,0,0,0,
